gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Atypical_NKT_cells	CD8+_CD73+_regulatory_T_cells	CD8+_NK-like_TEMRA_cells	CD8+_NK-like_early_effector_T_cells	CD8+_TEMRA_cells	CD8+_central_memory_T_cells	CD8+_cycling_effector_T_cells	CD8+_effector_memory_T_cells_1	CD8+_effector_memory_T_cells_2	CD8+_naive_T_cells	Gamma_Delta_T_cells	MAIT_cells
LAIR1	Q6GTX8	False	LAIR1_HUMAN		CPI-SS067BA9202	0.45	0.198	0.439	0.133	0.363	0.131	0.242	0.158	0.278	0.174	0.334	0.236
CLEC2B	Q92478	False	CLC2B_HUMAN		CPI-SS025C8F785	0.892	0.452	0.864	0.451	0.882	0.288	1.002	0.879	1.165	0.39	0.794	0.756
EDA	Q92838	False	EDA_HUMAN		CPI-SS00797FD15	0.0	0.044	0.0	0.166	0.0	0.144	0.0	0.022	0.009	0.065	0.0	0.038
EDA	Q92838	False	EDA_HUMAN		CPI-SS05A8552D7	0.0	0.044	0.0	0.166	0.0	0.144	0.0	0.022	0.009	0.065	0.0	0.038
ESAM	Q96AP7	False	ESAM_HUMAN		CPI-SS04C672963	0.0	0.007	0.0	0.008	0.0	0.008	0.0	0.0	0.0	0.007	0.0	0.0
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS028784FC6	0.008	0.0	0.0	0.011	0.002	0.001	0.0	0.006	0.0	0.0	0.0	0.0
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS00A8596B5	0.008	0.0	0.0	0.011	0.002	0.001	0.0	0.006	0.0	0.0	0.0	0.0
CD96	P40200	False	TACT_HUMAN		CPI-SS0B84DAE3D	0.427	0.715	0.529	0.588	0.52	0.558	0.658	0.56	0.65	0.487	0.443	0.692
CD226	Q15762	False	CD226_HUMAN		CPI-SS0A8627ED6	0.333	0.221	0.03	0.211	0.178	0.141	0.124	0.111	0.177	0.105	0.296	0.245
TIGIT	Q495A1	False	TIGIT_HUMAN		CPI-SS00561BBD7	0.309	0.155	0.863	0.244	0.616	0.136	0.643	0.492	0.581	0.049	0.44	0.032
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0F1A060D4	0.019	0.0	0.0	0.0	0.005	0.004	0.0	0.003	0.0	0.003	0.0	0.004
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0B990492C	0.019	0.0	0.0	0.0	0.005	0.004	0.0	0.003	0.0	0.003	0.0	0.004
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0C5E9FBFB	0.019	0.0	0.0	0.0	0.005	0.004	0.0	0.003	0.0	0.003	0.0	0.004
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS03859E16F	0.019	0.0	0.0	0.0	0.005	0.004	0.0	0.003	0.0	0.003	0.0	0.004
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS02FBD007E	0.019	0.0	0.0	0.0	0.005	0.004	0.0	0.003	0.0	0.003	0.0	0.004
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS0C9696AAA	0.016	0.007	0.036	0.02	0.023	0.046	0.0	0.012	0.007	0.009	0.013	0.018
NECTIN2	Q92692	False	PVRL2_HUMAN		CPI-SS0A5DF05C0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.0
NECTIN2	Q92692	False	PVRL2_HUMAN		CPI-SS06207F70E	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.0
KLRG1	Q96E93	False	KLRG1_HUMAN		CPI-SS0CC5DCE80	0.509	0.087	1.295	0.415	1.145	0.309	1.165	0.891	1.029	0.196	0.6	1.802
CD44	P16070	False	CD44_HUMAN		CPI-SS0703338F5	0.551	0.654	0.454	0.734	0.495	0.746	0.532	0.67	0.674	0.596	0.388	0.715
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS044CF7EAE	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0AC594A8E	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0D4CA5D92	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS066347638	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0D95D41D6	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0467AFD8A	0.008	0.038	0.012	0.009	0.008	0.029	0.02	0.013	0.006	0.01	0.0	0.032
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0F2C6A4D4	0.008	0.038	0.012	0.009	0.008	0.029	0.02	0.013	0.006	0.01	0.0	0.032
CCR8	P51685	False	CCR8_HUMAN		CPI-SS0ADC886E5	0.0	0.009	0.0	0.067	0.0	0.174	0.0	0.014	0.005	0.008	0.0	0.01
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS085EE60B1	0.408	0.032	0.34	0.085	0.42	0.052	0.293	0.213	0.431	0.009	0.404	0.256
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0D46E2B45	0.408	0.032	0.34	0.085	0.42	0.052	0.293	0.213	0.431	0.009	0.404	0.256
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0178F5C45	0.408	0.032	0.34	0.085	0.42	0.052	0.293	0.213	0.431	0.009	0.404	0.256
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS087B53ABF	0.0	0.019	0.002	0.008	0.004	0.007	0.0	0.005	0.004	0.008	0.0	0.005
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS034D36D2F	0.052	0.095	0.155	0.122	0.114	0.068	0.074	0.103	0.095	0.055	0.209	0.157
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS055E061C9	0.052	0.095	0.155	0.122	0.114	0.068	0.074	0.103	0.095	0.055	0.209	0.157
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS02CF96625	0.052	0.095	0.155	0.122	0.114	0.068	0.074	0.103	0.095	0.055	0.209	0.157
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS033CB0BB2	0.052	0.095	0.155	0.122	0.114	0.068	0.074	0.103	0.095	0.055	0.209	0.157
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS0E2431C09	0.052	0.095	0.155	0.122	0.114	0.068	0.074	0.103	0.095	0.055	0.209	0.157
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS0AFC7BACF	0.052	0.095	0.155	0.122	0.114	0.068	0.074	0.103	0.095	0.055	0.209	0.157
CCL4L2	Q8NHW4	False	CC4L_HUMAN		CPI-SS0F3D40856	0.183	0.006	0.513	0.055	0.404	0.001	0.286	0.368	0.327	0.0	0.232	0.173
KIR2DL3	P43628	False	KI2L3_HUMAN		CPI-SS0917CBD53	0.084	0.0	0.893	0.045	0.142	0.001	0.167	0.011	0.005	0.0	0.851	0.008
KIR2DL1	P43626	False	KI2L1_HUMAN		CPI-SS0ABD11350	0.0	0.0	0.223	0.0	0.002	0.0	0.014	0.0	0.0	0.0	0.056	0.0
CD274	Q9NZQ7	False	PD1L1_HUMAN		CPI-SS016EE0084	0.0	0.008	0.011	0.0	0.005	0.01	0.037	0.006	0.01	0.001	0.0	0.005
CD274	Q9NZQ7	False	PD1L1_HUMAN		CPI-SS08F13AD5C	0.0	0.008	0.011	0.0	0.005	0.01	0.037	0.006	0.01	0.001	0.0	0.005
PDCD1LG2	Q9BQ51	False	PD1L2_HUMAN		CPI-SS0F5B6B186	0.008	0.0	0.01	0.0	0.006	0.0	0.023	0.002	0.0	0.002	0.0	0.0
MIF	P14174	False	MIF_HUMAN		CPI-SS0ABC5C1B8	1.539	1.948	1.825	2.101	1.718	2.07	2.08	1.795	1.743	1.81	1.483	1.933
AREG	P15514	False	AREG_HUMAN		CPI-SS0D4C221B8	0.0	0.042	0.008	0.038	0.007	0.042	0.04	0.037	0.011	0.043	0.159	0.006
GRN	P28799	False	GRN_HUMAN		CPI-SS0DA033F03	0.19	0.048	0.145	0.073	0.151	0.092	0.18	0.106	0.111	0.093	0.183	0.12
GRN	P28799	False	GRN_HUMAN		CPI-SS054D158CC	0.19	0.048	0.145	0.073	0.151	0.092	0.18	0.106	0.111	0.093	0.183	0.12
GRN	P28799	False	GRN_HUMAN		CPI-SS0C4E86714	0.19	0.048	0.145	0.073	0.151	0.092	0.18	0.106	0.111	0.093	0.183	0.12
COPA	P53621	False	COPA_HUMAN		CPI-SS0302E8E8F	0.195	0.115	0.201	0.183	0.186	0.117	0.092	0.187	0.217	0.116	0.132	0.248
COPA	P53621	False	COPA_HUMAN		CPI-SS0E6E8A727	0.195	0.115	0.201	0.183	0.186	0.117	0.092	0.187	0.217	0.116	0.132	0.248
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS0632A027A	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS05D23BCE8	0.0	0.032	0.025	0.007	0.008	0.016	0.058	0.015	0.015	0.006	0.028	0.014
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS03C51D352	0.0	0.032	0.025	0.007	0.008	0.016	0.058	0.015	0.015	0.006	0.028	0.014
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS03133B4F2	0.0	0.032	0.025	0.007	0.008	0.016	0.058	0.015	0.015	0.006	0.028	0.014
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS0F00D756A	0.0	0.032	0.025	0.007	0.008	0.016	0.058	0.015	0.015	0.006	0.028	0.014
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS09648FAA9	0.0	0.032	0.025	0.007	0.008	0.016	0.058	0.015	0.015	0.006	0.028	0.014
APP	P05067	False	A4_HUMAN		CPI-SS09808DEAE	0.0	0.09	0.015	0.051	0.006	0.099	0.032	0.026	0.006	0.096	0.0	0.059
SPN	P16150	False	LEUK_HUMAN		CPI-SS09C4FCB90	0.976	0.452	0.866	0.546	0.921	0.457	0.999	0.524	0.775	0.313	1.038	0.604
ITGAL	P20701	False	ITAL_HUMAN		CPI-SS0E9A581F8	0.523	0.226	0.58	0.165	0.549	0.14	0.315	0.411	0.616	0.119	0.585	0.324
FASLG	P48023	False	TNFL6_HUMAN		CPI-SS0A4F27388	0.115	0.007	0.126	0.025	0.133	0.009	0.205	0.049	0.09	0.004	0.203	0.113
FASLG	P48023	False	TNFL6_HUMAN		CPI-SS0049FD74F	0.115	0.007	0.126	0.025	0.133	0.009	0.205	0.049	0.09	0.004	0.203	0.113
FASLG	P48023	False	TNFL6_HUMAN		CPI-SS00086659A	0.115	0.007	0.126	0.025	0.133	0.009	0.205	0.049	0.09	0.004	0.203	0.113
FASLG	P48023	False	TNFL6_HUMAN		CPI-SS03A0C857B	0.115	0.007	0.126	0.025	0.133	0.009	0.205	0.049	0.09	0.004	0.203	0.113
GPI	P06744	False	G6PI_HUMAN		CPI-SS0B1AB068C	0.872	0.451	0.811	0.451	0.668	0.54	0.881	0.61	0.801	0.469	0.545	0.702
NAMPT	P43490	False	NAMPT_HUMAN		CPI-SS0391D4602	0.041	0.071	0.077	0.03	0.066	0.08	0.154	0.07	0.124	0.077	0.07	0.095
NAMPT	P43490	False	NAMPT_HUMAN		CPI-SS00A6D366F	0.041	0.071	0.077	0.03	0.066	0.08	0.154	0.07	0.124	0.077	0.07	0.095
AIMP1	Q12904	False	AIMP1_HUMAN		CPI-SS05D1A6BEF	0.288	0.314	0.314	0.308	0.305	0.334	0.279	0.344	0.404	0.318	0.321	0.447
SELE	P16581	False	LYAM2_HUMAN		CPI-SS06F83AE58	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SELE	P16581	False	LYAM2_HUMAN		CPI-SS0BDC04683	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0E00478B4	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF	P49763	False	PLGF_HUMAN		CPI-SS0D22A09AD	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF	P49763	False	PLGF_HUMAN		CPI-SS0E61DB5DF	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS0947A8549	0.009	0.008	0.02	0.034	0.011	0.023	0.023	0.023	0.01	0.018	0.013	0.026
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS098425155	0.009	0.008	0.02	0.034	0.011	0.023	0.023	0.023	0.01	0.018	0.013	0.026
KIR3DL1	P43629	False	KI3L1_HUMAN		CPI-SS0CBAA9BCC	0.024	0.0	0.587	0.038	0.14	0.0	0.234	0.015	0.022	0.0	0.781	0.022
KIR3DL1	P43629	False	KI3L1_HUMAN		CPI-SS048242083	0.024	0.0	0.587	0.038	0.14	0.0	0.234	0.015	0.022	0.0	0.781	0.022
GPR152	Q8TDT2	False	GP152_HUMAN		CPI-SS0268D47AD	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
GPR152	Q8TDT2	False	GP152_HUMAN		CPI-SS0A866903F	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
VSIR	Q9H7M9	False	GI24_HUMAN		CPI-SS0A42A3690	0.579	0.517	0.505	0.706	0.553	0.526	0.515	0.52	0.622	0.518	0.667	0.855
VSIR	Q9H7M9	False	GI24_HUMAN		CPI-SS03FA58286	0.579	0.517	0.505	0.706	0.553	0.526	0.515	0.52	0.622	0.518	0.667	0.855
KIR3DL2	P43630	False	KI3L2_HUMAN		CPI-SS0BDD10277	0.012	0.051	0.701	0.047	0.124	0.005	0.165	0.014	0.008	0.001	0.372	0.003
KIR3DL2	P43630	False	KI3L2_HUMAN		CPI-SS0987A89AE	0.012	0.051	0.701	0.047	0.124	0.005	0.165	0.014	0.008	0.001	0.372	0.003
LILRB2	Q8N423	False	LIRB2_HUMAN		CPI-SS0A76A8E97	0.01	0.0	0.007	0.0	0.007	0.0	0.0	0.001	0.006	0.0	0.0	0.004
LILRB2	Q8N423	False	LIRB2_HUMAN		CPI-SS0DBA81CCF	0.01	0.0	0.007	0.0	0.007	0.0	0.0	0.001	0.006	0.0	0.0	0.004
LILRB1	Q8NHL6	False	LIRB1_HUMAN		CPI-SS00150FB64	0.384	0.024	0.262	0.009	0.312	0.002	0.163	0.067	0.102	0.006	0.194	0.005
LILRB1	Q8NHL6	False	LIRB1_HUMAN		CPI-SS05CE87F88	0.384	0.024	0.262	0.009	0.312	0.002	0.163	0.067	0.102	0.006	0.194	0.005
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0D1D95883	0.026	0.007	0.034	0.022	0.05	0.001	0.069	0.116	0.133	0.0	0.051	0.225
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0C090A257	0.026	0.007	0.034	0.022	0.05	0.001	0.069	0.116	0.133	0.0	0.051	0.225
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0B01D306C	0.026	0.007	0.034	0.022	0.05	0.001	0.069	0.116	0.133	0.0	0.051	0.225
SLC7A1	P30825	False	CTR1_HUMAN		CPI-SS0795802F6	0.035	0.024	0.012	0.022	0.022	0.02	0.12	0.021	0.016	0.022	0.0	0.015
SLC7A1	P30825	False	CTR1_HUMAN		CPI-SS03105D292	0.035	0.024	0.012	0.022	0.022	0.02	0.12	0.021	0.016	0.022	0.0	0.015
CNR2	P34972	False	CNR2_HUMAN		CPI-SS05BA6D9C3	0.0	0.0	0.054	0.0	0.027	0.001	0.0	0.029	0.04	0.0	0.033	0.055
GPRC5D	Q9NZD1	False	GPC5D_HUMAN		CPI-SS008F83E02	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
IDE	P14735	False	IDE_HUMAN		CPI-SS076D8415B	0.069	0.03	0.051	0.016	0.044	0.037	0.072	0.036	0.07	0.03	0.028	0.081
IGF1R	P08069	False	IGF1R_HUMAN		CPI-SS0E41702C1	0.0	0.009	0.0	0.0	0.001	0.005	0.0	0.0	0.0	0.006	0.0	0.009
SORT1	Q99523	False	SORT_HUMAN		CPI-SS07CCAD9BF	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SORT1	Q99523	False	SORT_HUMAN		CPI-SS04F3A1E5C	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD200R1	Q8TD46	False	MO2R1_HUMAN		CPI-SS0A9E884E0	0.017	0.066	0.027	0.089	0.022	0.108	0.053	0.033	0.039	0.05	0.0	0.057
CLEC2D	Q9UHP7	False	CLC2D_HUMAN		CPI-SS0E292C126	0.976	0.755	0.838	0.556	0.968	0.435	0.752	0.861	1.043	0.626	0.415	0.841
CLEC2D	Q9UHP7	False	CLC2D_HUMAN		CPI-SS02A0FF87F	0.976	0.755	0.838	0.556	0.968	0.435	0.752	0.861	1.043	0.626	0.415	0.841
GPR151	Q8TDV0	False	GP151_HUMAN		CPI-SS07A97B3E2	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS0F8EFEECF	0.026	0.014	0.029	0.0	0.019	0.016	0.033	0.021	0.011	0.018	0.03	0.033
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS0BD9F32BA	0.026	0.014	0.029	0.0	0.019	0.016	0.033	0.021	0.011	0.018	0.03	0.033
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS02EBC1BB0	0.054	0.008	0.034	0.008	0.03	0.009	0.0	0.011	0.026	0.013	0.071	0.029
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS04A5D6B6F	0.054	0.008	0.034	0.008	0.03	0.009	0.0	0.011	0.026	0.013	0.071	0.029
SEMA4C	Q9C0C4	False	SEM4C_HUMAN		CPI-SS0B81F1BF5	0.009	0.013	0.014	0.017	0.023	0.009	0.0	0.002	0.006	0.008	0.013	0.005
SEMA4C	Q9C0C4	False	SEM4C_HUMAN		CPI-SS0AB21032D	0.009	0.013	0.014	0.017	0.023	0.009	0.0	0.002	0.006	0.008	0.013	0.005
FLT4	P35916	False	VGFR3_HUMAN		CPI-SS09C917D22	0.0	0.0	0.0	0.0	0.004	0.002	0.0	0.007	0.005	0.001	0.0	0.07
ICOS	Q9Y6W8	False	ICOS_HUMAN		CPI-SS03B8E2D7A	0.026	0.063	0.017	0.053	0.038	0.049	0.0	0.053	0.062	0.063	0.029	0.082
ICOS	Q9Y6W8	False	ICOS_HUMAN		CPI-SS0E4B1484B	0.026	0.063	0.017	0.053	0.038	0.049	0.0	0.053	0.062	0.063	0.029	0.082
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS04B4619D0	0.311	0.092	0.371	0.161	0.303	0.092	0.201	0.216	0.217	0.124	0.384	0.289
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS084BE3E4B	0.311	0.092	0.371	0.161	0.303	0.092	0.201	0.216	0.217	0.124	0.384	0.289
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS0F9B3B259	0.311	0.092	0.371	0.161	0.303	0.092	0.201	0.216	0.217	0.124	0.384	0.289
FAS	P25445	False	TNR6_HUMAN		CPI-SS08B7D54A3	0.2	0.079	0.206	0.191	0.177	0.187	0.303	0.223	0.267	0.051	0.142	0.279
FAS	P25445	False	TNR6_HUMAN		CPI-SS0A83A7E30	0.2	0.079	0.206	0.191	0.177	0.187	0.303	0.223	0.267	0.051	0.142	0.279
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS0E7D5974D	0.612	0.251	0.421	0.247	0.521	0.268	0.528	0.357	0.5	0.158	0.473	0.356
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS07D9A48A2	0.612	0.251	0.421	0.247	0.521	0.268	0.528	0.357	0.5	0.158	0.473	0.356
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS048A2311A	0.143	0.083	0.099	0.06	0.106	0.066	0.191	0.134	0.152	0.075	0.108	0.142
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS0D5C54214	0.143	0.083	0.099	0.06	0.106	0.066	0.191	0.134	0.152	0.075	0.108	0.142
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS0DEDA3567	0.143	0.083	0.099	0.06	0.106	0.066	0.191	0.134	0.152	0.075	0.108	0.142
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS0FBC9234C	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CELSR2	Q9HCU4	False	CELR2_HUMAN		CPI-SS034B442CE	0.0	0.0	0.0	0.0	0.003	0.001	0.019	0.001	0.0	0.002	0.0	0.006
CCL20	P78556	False	CCL20_HUMAN		CPI-SS0F8C664D9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029
CCL20	P78556	False	CCL20_HUMAN		CPI-SS07F015051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0DCA69916	0.0	0.0	0.006	0.0	0.004	0.002	0.0	0.001	0.0	0.006	0.0	0.0
CD70	P32970	False	CD70_HUMAN		CPI-SS0AA47D179	0.22	0.032	0.079	0.133	0.091	0.026	0.191	0.103	0.165	0.006	0.043	0.083
CD70	P32970	False	CD70_HUMAN		CPI-SS0D4BF6CA3	0.22	0.032	0.079	0.133	0.091	0.026	0.191	0.103	0.165	0.006	0.043	0.083
CD40LG	P29965	False	CD40L_HUMAN		CPI-SS083296041	0.008	0.0	0.0	0.143	0.002	0.162	0.0	0.039	0.015	0.018	0.0	0.327
INSL3	P51460	False	INSL3_HUMAN		CPI-SS05834E385	0.0	0.0	0.005	0.0	0.0	0.002	0.0	0.0	0.0	0.003	0.0	0.005
PRL	P01236	False	PRL_HUMAN		CPI-SS026776C89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
OGN	P20774	False	MIME_HUMAN		CPI-SS0EF0750A7	0.0	0.0	0.002	0.0	0.002	0.001	0.012	0.0	0.0	0.002	0.0	0.0
IL2	P60568	False	IL2_HUMAN		CPI-SS09F430F14	0.0	0.025	0.0	0.005	0.001	0.006	0.0	0.001	0.0	0.0	0.0	0.0
IL24	Q13007	False	IL24_HUMAN		CPI-SS07D71C546	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS003C9A532	0.0	0.01	0.005	0.0	0.002	0.011	0.0	0.007	0.0	0.011	0.021	0.0
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS0607D1101	0.0	0.01	0.005	0.0	0.002	0.011	0.0	0.007	0.0	0.011	0.021	0.0
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS09D379E5B	0.0	0.01	0.005	0.0	0.002	0.011	0.0	0.007	0.0	0.011	0.021	0.0
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS02770D68F	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.002	0.005	0.0	0.0	0.0
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS08C3D27F7	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.002	0.005	0.0	0.0	0.0
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS05FEE05CB	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.002	0.005	0.0	0.0	0.0
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0B87FE6E0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JAG1	P78504	False	JAG1_HUMAN		CPI-SS01A07768A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RETN	Q9HD89	False	RETN_HUMAN		CPI-SS0EECD7662	0.0	0.039	0.0	0.0	0.001	0.018	0.029	0.005	0.0	0.047	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS08BFF4F9B	0.0	0.0	0.0	0.0	0.002	0.006	0.0	0.003	0.005	0.0	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0F6B529A1	0.0	0.0	0.0	0.0	0.002	0.006	0.0	0.003	0.005	0.0	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0C6311D2D	0.0	0.0	0.0	0.0	0.002	0.006	0.0	0.003	0.005	0.0	0.0	0.0
CCR1	P32246	False	CCR1_HUMAN		CPI-SS08DA48A5A	0.0	0.0	0.037	0.008	0.017	0.0	0.052	0.035	0.091	0.0	0.014	0.453
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0A021DB6E	0.0	0.0	0.037	0.008	0.017	0.0	0.052	0.035	0.091	0.0	0.014	0.453
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0817CE2B3	0.0	0.0	0.037	0.008	0.017	0.0	0.052	0.035	0.091	0.0	0.014	0.453
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS0F3BF2B34	0.0	0.008	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS0CCD89E02	0.0	0.008	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCR4	P51679	False	CCR4_HUMAN		CPI-SS0EA05941A	0.0	0.015	0.0	0.031	0.002	0.203	0.027	0.085	0.033	0.059	0.007	0.0
DPP4	P27487	False	DPP4_HUMAN		CPI-SS04641FE5F	0.0	0.114	0.0	0.073	0.006	0.114	0.05	0.043	0.042	0.106	0.0	0.512
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS01A6823FA	0.072	0.503	0.085	0.758	0.124	0.109	0.401	0.42	0.476	0.103	0.064	0.177
CXCR1	P25024	False	CXCR1_HUMAN		CPI-SS07AB1C381	0.063	0.0	0.061	0.009	0.058	0.0	0.107	0.002	0.0	0.0	0.143	0.0
CXCR1	P25024	False	CXCR1_HUMAN		CPI-SS0D04AE221	0.063	0.0	0.061	0.009	0.058	0.0	0.107	0.002	0.0	0.0	0.143	0.0
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS0C491A3C1	0.075	0.0	0.121	0.0	0.134	0.0	0.049	0.003	0.004	0.0	0.379	0.0
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS09185EA8F	0.075	0.0	0.121	0.0	0.134	0.0	0.049	0.003	0.004	0.0	0.379	0.0
CCR9	P51686	False	CCR9_HUMAN		CPI-SS039863E62	0.0	0.099	0.0	0.0	0.0	0.001	0.0	0.003	0.0	0.0	0.0	0.0
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS0419B80C4	0.0	0.007	0.0	0.0	0.001	0.003	0.0	0.002	0.0	0.008	0.0	0.004
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS02928C71A	0.0	0.007	0.0	0.0	0.001	0.003	0.0	0.002	0.0	0.008	0.0	0.004
