gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	CD8+ CD73+ regulatory T cells	CD8+ NK-like TEMRA cells	CD8+ NK-like early effector T cells	CD8+ TEMRA cells	CD8+ central memory T cells	CD8+ cycling effector T cells	CD8+ effector memory T cells 1	CD8+ effector memory T cells 2	CD8+ exhausted T cells	CD8+ naive T cells	Gamma Delta T cells	MAIT cells
TIGIT	Q495A1	False	TIGIT_HUMAN		CPI-SS00561BBD7	0.164	0.777	0.278	0.366	0.321	0.584	0.546	0.636	1.73	0.08	0.496	0.207
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0F1A060D4	0.0	0.0	0.0	0.0	0.0	0.014	0.002	0.003	0.0	0.0	0.0	0.0
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0B990492C	0.0	0.0	0.0	0.0	0.0	0.014	0.002	0.003	0.0	0.0	0.0	0.0
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0C5E9FBFB	0.0	0.0	0.0	0.0	0.0	0.014	0.002	0.003	0.0	0.0	0.0	0.0
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS03859E16F	0.0	0.0	0.0	0.0	0.0	0.014	0.002	0.003	0.0	0.0	0.0	0.0
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS02FBD007E	0.0	0.0	0.0	0.0	0.0	0.014	0.002	0.003	0.0	0.0	0.0	0.0
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS0C9696AAA	0.0	0.012	0.017	0.018	0.016	0.046	0.016	0.029	1.114	0.0	0.0	0.014
NECTIN2	Q92692	False	PVRL2_HUMAN		CPI-SS0A5DF05C0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
NECTIN2	Q92692	False	PVRL2_HUMAN		CPI-SS06207F70E	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
KLRG1	Q96E93	False	KLRG1_HUMAN		CPI-SS0CC5DCE80	0.424	1.544	0.413	1.322	0.422	0.827	1.088	0.982	0.123	0.123	0.335	1.331
CD44	P16070	False	CD44_HUMAN		CPI-SS0703338F5	0.625	0.893	0.82	0.678	0.826	0.788	0.844	0.938	1.166	0.597	0.258	0.778
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0467AFD8A	0.0	0.009	0.0	0.014	0.029	0.017	0.008	0.015	0.122	0.015	0.028	0.035
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS06B86672A	0.0	0.0	0.0	0.003	0.0	0.0	0.003	0.003	0.0	0.0	0.0	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0330D939A	0.0	0.0	0.0	0.003	0.0	0.0	0.003	0.003	0.0	0.0	0.0	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0735F5C3A	0.0	0.0	0.0	0.003	0.0	0.0	0.003	0.003	0.0	0.0	0.0	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0348DB5E3	0.0	0.0	0.0	0.003	0.0	0.0	0.003	0.003	0.0	0.0	0.0	0.0
CCR8	P51685	False	CCR8_HUMAN		CPI-SS0ADC886E5	0.0	0.0	0.027	0.0	0.067	0.0	0.001	0.0	0.0	0.003	0.0	0.0
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS085EE60B1	0.071	0.417	0.204	0.387	0.105	0.272	0.23	0.379	0.137	0.021	0.387	0.281
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0D46E2B45	0.071	0.417	0.204	0.387	0.105	0.272	0.23	0.379	0.137	0.021	0.387	0.281
CR2	P20023	False	CR2_HUMAN		CPI-SS000568A0E	0.014	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.017	0.0	0.0
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS087B53ABF	0.015	0.0	0.014	0.002	0.002	0.0	0.001	0.0	0.0	0.012	0.0	0.008
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS034D36D2F	0.071	0.11	0.072	0.066	0.08	0.099	0.072	0.109	0.233	0.07	0.247	0.138
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS055E061C9	0.071	0.11	0.072	0.066	0.08	0.099	0.072	0.109	0.233	0.07	0.247	0.138
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS02CF96625	0.071	0.11	0.072	0.066	0.08	0.099	0.072	0.109	0.233	0.07	0.247	0.138
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS033CB0BB2	0.071	0.11	0.072	0.066	0.08	0.099	0.072	0.109	0.233	0.07	0.247	0.138
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS0E2431C09	0.071	0.11	0.072	0.066	0.08	0.099	0.072	0.109	0.233	0.07	0.247	0.138
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS0AFC7BACF	0.071	0.11	0.072	0.066	0.08	0.099	0.072	0.109	0.233	0.07	0.247	0.138
CCL4L2	Q8NHW4	False	CC4L_HUMAN		CPI-SS0F3D40856	0.016	0.668	0.183	0.501	0.017	0.211	0.245	0.244	0.016	0.004	0.388	0.078
KIR2DL3	P43628	False	KI2L3_HUMAN		CPI-SS0917CBD53	0.018	0.264	0.069	0.006	0.001	0.0	0.003	0.005	0.0	0.0	0.4	0.0
KIR2DL1	P43626	False	KI2L1_HUMAN		CPI-SS0ABD11350	0.0	0.115	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.316	0.0
CXCL9	Q07325	False	CXCL9_HUMAN		CPI-SS0D26F639E	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CXCL9	Q07325	False	CXCL9_HUMAN		CPI-SS02246DA17	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CXCL9	Q07325	False	CXCL9_HUMAN		CPI-SS0F52745F3	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CXCL9	Q07325	False	CXCL9_HUMAN		CPI-SS0C17BB772	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD274	Q9NZQ7	False	PD1L1_HUMAN		CPI-SS016EE0084	0.0	0.007	0.0	0.013	0.008	0.021	0.011	0.014	0.0	0.006	0.0	0.033
CD274	Q9NZQ7	False	PD1L1_HUMAN		CPI-SS08F13AD5C	0.0	0.007	0.0	0.013	0.008	0.021	0.011	0.014	0.0	0.006	0.0	0.033
PDCD1LG2	Q9BQ51	False	PD1L2_HUMAN		CPI-SS0F5B6B186	0.0	0.016	0.012	0.009	0.004	0.0	0.006	0.0	0.0	0.0	0.0	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS076BC3BA6	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS09375CA29	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0BF9FA3F2	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIF	P14174	False	MIF_HUMAN		CPI-SS0ABC5C1B8	1.97	1.76	2.144	1.764	2.055	1.935	1.899	1.731	1.774	1.927	1.619	1.97
AREG	P15514	False	AREG_HUMAN		CPI-SS0D4C221B8	0.048	0.135	0.031	0.036	0.036	0.029	0.028	0.015	0.0	0.066	0.49	0.02
GRN	P28799	False	GRN_HUMAN		CPI-SS0DA033F03	0.064	0.071	0.111	0.099	0.11	0.116	0.077	0.123	0.146	0.086	0.034	0.093
GRN	P28799	False	GRN_HUMAN		CPI-SS054D158CC	0.064	0.071	0.111	0.099	0.11	0.116	0.077	0.123	0.146	0.086	0.034	0.093
GRN	P28799	False	GRN_HUMAN		CPI-SS0C4E86714	0.064	0.071	0.111	0.099	0.11	0.116	0.077	0.123	0.146	0.086	0.034	0.093
COPA	P53621	False	COPA_HUMAN		CPI-SS0302E8E8F	0.076	0.194	0.188	0.185	0.174	0.197	0.2	0.185	0.294	0.141	0.32	0.222
COPA	P53621	False	COPA_HUMAN		CPI-SS0E6E8A727	0.076	0.194	0.188	0.185	0.174	0.197	0.2	0.185	0.294	0.141	0.32	0.222
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS0632A027A	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS05D23BCE8	0.031	0.009	0.0	0.01	0.02	0.0	0.003	0.011	0.0	0.007	0.036	0.091
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS03C51D352	0.031	0.009	0.0	0.01	0.02	0.0	0.003	0.011	0.0	0.007	0.036	0.091
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS03133B4F2	0.031	0.009	0.0	0.01	0.02	0.0	0.003	0.011	0.0	0.007	0.036	0.091
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS0F00D756A	0.031	0.009	0.0	0.01	0.02	0.0	0.003	0.011	0.0	0.007	0.036	0.091
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS09648FAA9	0.031	0.009	0.0	0.01	0.02	0.0	0.003	0.011	0.0	0.007	0.036	0.091
APP	P05067	False	A4_HUMAN		CPI-SS09808DEAE	0.081	0.0	0.054	0.006	0.072	0.015	0.015	0.007	0.057	0.062	0.0	0.05
SPN	P16150	False	LEUK_HUMAN		CPI-SS09C4FCB90	0.466	0.703	0.786	0.8	0.485	0.762	0.557	0.709	1.438	0.29	1.225	0.584
ITGAL	P20701	False	ITAL_HUMAN		CPI-SS0E9A581F8	0.167	0.532	0.459	0.584	0.255	0.458	0.506	0.688	0.729	0.175	0.603	0.305
FASLG	P48023	False	TNFL6_HUMAN		CPI-SS0A4F27388	0.0	0.097	0.075	0.076	0.007	0.131	0.041	0.077	0.721	0.0	0.083	0.054
FASLG	P48023	False	TNFL6_HUMAN		CPI-SS0049FD74F	0.0	0.097	0.075	0.076	0.007	0.131	0.041	0.077	0.721	0.0	0.083	0.054
FASLG	P48023	False	TNFL6_HUMAN		CPI-SS00086659A	0.0	0.097	0.075	0.076	0.007	0.131	0.041	0.077	0.721	0.0	0.083	0.054
FASLG	P48023	False	TNFL6_HUMAN		CPI-SS03A0C857B	0.0	0.097	0.075	0.076	0.007	0.131	0.041	0.077	0.721	0.0	0.083	0.054
GPI	P06744	False	G6PI_HUMAN		CPI-SS0B1AB068C	0.468	0.749	0.437	0.561	0.545	0.671	0.653	0.638	0.632	0.399	0.59	0.548
NAMPT	P43490	False	NAMPT_HUMAN		CPI-SS0391D4602	0.046	0.131	0.121	0.104	0.089	0.142	0.102	0.142	0.147	0.094	0.135	0.108
NAMPT	P43490	False	NAMPT_HUMAN		CPI-SS00A6D366F	0.046	0.131	0.121	0.104	0.089	0.142	0.102	0.142	0.147	0.094	0.135	0.108
AIMP1	Q12904	False	AIMP1_HUMAN		CPI-SS05D1A6BEF	0.254	0.323	0.381	0.324	0.356	0.419	0.339	0.427	0.38	0.321	0.271	0.31
PGF	P49763	False	PLGF_HUMAN		CPI-SS0E61DB5DF	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS0947A8549	0.025	0.0	0.0	0.016	0.019	0.012	0.013	0.012	0.0	0.022	0.062	0.041
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS098425155	0.025	0.0	0.0	0.016	0.019	0.012	0.013	0.012	0.0	0.022	0.062	0.041
KIR3DL1	P43629	False	KI3L1_HUMAN		CPI-SS0CBAA9BCC	0.013	0.61	0.017	0.044	0.004	0.071	0.007	0.006	0.0	0.0	0.584	0.037
KIR3DL1	P43629	False	KI3L1_HUMAN		CPI-SS048242083	0.013	0.61	0.017	0.044	0.004	0.071	0.007	0.006	0.0	0.0	0.584	0.037
GPR152	Q8TDT2	False	GP152_HUMAN		CPI-SS0268D47AD	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.005	0.0	0.0	0.0	0.0
GPR152	Q8TDT2	False	GP152_HUMAN		CPI-SS0A866903F	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.005	0.0	0.0	0.0	0.0
VSIR	Q9H7M9	False	GI24_HUMAN		CPI-SS0A42A3690	0.478	0.47	0.858	0.523	0.615	0.423	0.492	0.606	0.461	0.468	0.329	0.667
VSIR	Q9H7M9	False	GI24_HUMAN		CPI-SS03FA58286	0.478	0.47	0.858	0.523	0.615	0.423	0.492	0.606	0.461	0.468	0.329	0.667
KIR3DL2	P43630	False	KI3L2_HUMAN		CPI-SS0BDD10277	0.0	0.352	0.021	0.012	0.039	0.0	0.006	0.0	0.0	0.003	0.308	0.01
KIR3DL2	P43630	False	KI3L2_HUMAN		CPI-SS0987A89AE	0.0	0.352	0.021	0.012	0.039	0.0	0.006	0.0	0.0	0.003	0.308	0.01
LILRB2	Q8N423	False	LIRB2_HUMAN		CPI-SS0A76A8E97	0.0	0.008	0.0	0.015	0.0	0.0	0.006	0.016	0.0	0.0	0.0	0.012
LILRB2	Q8N423	False	LIRB2_HUMAN		CPI-SS0EAB03260	0.0	0.008	0.0	0.015	0.0	0.0	0.006	0.016	0.0	0.0	0.0	0.012
LILRB2	Q8N423	False	LIRB2_HUMAN		CPI-SS0DBA81CCF	0.0	0.008	0.0	0.015	0.0	0.0	0.006	0.016	0.0	0.0	0.0	0.012
LILRB1	Q8NHL6	False	LIRB1_HUMAN		CPI-SS00150FB64	0.0	0.146	0.078	0.14	0.005	0.133	0.016	0.021	0.019	0.0	0.11	0.031
LILRB1	Q8NHL6	False	LIRB1_HUMAN		CPI-SS05CE87F88	0.0	0.146	0.078	0.14	0.005	0.133	0.016	0.021	0.019	0.0	0.11	0.031
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0D1D95883	0.0	0.09	0.107	0.1	0.023	0.142	0.145	0.267	0.367	0.002	0.0	0.166
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0C090A257	0.0	0.09	0.107	0.1	0.023	0.142	0.145	0.267	0.367	0.002	0.0	0.166
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0B01D306C	0.0	0.09	0.107	0.1	0.023	0.142	0.145	0.267	0.367	0.002	0.0	0.166
SLC7A1	P30825	False	CTR1_HUMAN		CPI-SS0795802F6	0.0	0.023	0.016	0.036	0.028	0.047	0.02	0.013	0.034	0.027	0.029	0.008
SLC7A1	P30825	False	CTR1_HUMAN		CPI-SS03105D292	0.0	0.023	0.016	0.036	0.028	0.047	0.02	0.013	0.034	0.027	0.029	0.008
CNR2	P34972	False	CNR2_HUMAN		CPI-SS05BA6D9C3	0.0	0.022	0.0	0.006	0.008	0.0	0.02	0.007	0.03	0.0	0.025	0.0
GPRC5D	Q9NZD1	False	GPC5D_HUMAN		CPI-SS008F83E02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0
IDE	P14735	False	IDE_HUMAN		CPI-SS076D8415B	0.045	0.087	0.048	0.069	0.081	0.088	0.094	0.102	0.165	0.035	0.144	0.07
IGF1R	P08069	False	IGF1R_HUMAN		CPI-SS0E41702C1	0.011	0.0	0.0	0.003	0.002	0.0	0.003	0.0	0.015	0.028	0.0	0.018
SORT1	Q99523	False	SORT_HUMAN		CPI-SS07CCAD9BF	0.0	0.0	0.0	0.003	0.0	0.02	0.001	0.0	0.0	0.0	0.0	0.0
SORT1	Q99523	False	SORT_HUMAN		CPI-SS04F3A1E5C	0.0	0.0	0.0	0.003	0.0	0.02	0.001	0.0	0.0	0.0	0.0	0.0
CD200R1	Q8TD46	False	MO2R1_HUMAN		CPI-SS0A9E884E0	0.027	0.035	0.054	0.026	0.073	0.016	0.043	0.06	0.018	0.031	0.0	0.054
CLEC2D	Q9UHP7	False	CLC2D_HUMAN		CPI-SS0E292C126	0.768	0.776	0.786	0.812	0.596	0.897	0.775	0.954	1.408	0.714	0.179	0.543
CLEC2D	Q9UHP7	False	CLC2D_HUMAN		CPI-SS02A0FF87F	0.768	0.776	0.786	0.812	0.596	0.897	0.775	0.954	1.408	0.714	0.179	0.543
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS0F8EFEECF	0.022	0.033	0.0	0.023	0.016	0.078	0.022	0.017	0.058	0.013	0.061	0.008
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS0BD9F32BA	0.022	0.033	0.0	0.023	0.016	0.078	0.022	0.017	0.058	0.013	0.061	0.008
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS02EBC1BB0	0.0	0.014	0.027	0.023	0.006	0.082	0.026	0.04	0.102	0.01	0.0	0.016
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS04A5D6B6F	0.0	0.014	0.027	0.023	0.006	0.082	0.026	0.04	0.102	0.01	0.0	0.016
SEMA4C	Q9C0C4	False	SEM4C_HUMAN		CPI-SS0B81F1BF5	0.015	0.024	0.016	0.019	0.011	0.018	0.011	0.012	0.0	0.007	0.029	0.008
SEMA4C	Q9C0C4	False	SEM4C_HUMAN		CPI-SS0AB21032D	0.015	0.024	0.016	0.019	0.011	0.018	0.011	0.012	0.0	0.007	0.029	0.008
FLT4	P35916	False	VGFR3_HUMAN		CPI-SS09C917D22	0.0	0.0	0.0	0.0	0.004	0.0	0.003	0.0	0.0	0.009	0.0	0.046
ICOS	Q9Y6W8	False	ICOS_HUMAN		CPI-SS03B8E2D7A	0.057	0.013	0.052	0.057	0.091	0.125	0.06	0.077	0.254	0.059	0.0	0.043
ICOS	Q9Y6W8	False	ICOS_HUMAN		CPI-SS0E4B1484B	0.057	0.013	0.052	0.057	0.091	0.125	0.06	0.077	0.254	0.059	0.0	0.043
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS04B4619D0	0.17	0.226	0.286	0.295	0.176	0.269	0.191	0.255	0.434	0.133	0.371	0.329
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS084BE3E4B	0.17	0.226	0.286	0.295	0.176	0.269	0.191	0.255	0.434	0.133	0.371	0.329
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS0F9B3B259	0.17	0.226	0.286	0.295	0.176	0.269	0.191	0.255	0.434	0.133	0.371	0.329
FAS	P25445	False	TNR6_HUMAN		CPI-SS08B7D54A3	0.114	0.31	0.252	0.256	0.239	0.316	0.316	0.423	0.227	0.026	0.115	0.225
FAS	P25445	False	TNR6_HUMAN		CPI-SS0A83A7E30	0.114	0.31	0.252	0.256	0.239	0.316	0.316	0.423	0.227	0.026	0.115	0.225
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS0E7D5974D	0.127	0.43	0.284	0.473	0.184	0.398	0.243	0.389	1.253	0.068	0.441	0.28
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS07D9A48A2	0.127	0.43	0.284	0.473	0.184	0.398	0.243	0.389	1.253	0.068	0.441	0.28
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS048A2311A	0.061	0.048	0.109	0.089	0.083	0.122	0.107	0.103	0.141	0.059	0.138	0.085
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS0D5C54214	0.061	0.048	0.109	0.089	0.083	0.122	0.107	0.103	0.141	0.059	0.138	0.085
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS0DEDA3567	0.061	0.048	0.109	0.089	0.083	0.122	0.107	0.103	0.141	0.059	0.138	0.085
CELSR2	Q9HCU4	False	CELR2_HUMAN		CPI-SS034B442CE	0.012	0.008	0.025	0.004	0.005	0.0	0.006	0.004	0.0	0.004	0.0	0.0
CCL20	P78556	False	CCL20_HUMAN		CPI-SS0F8C664D9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026
CCL20	P78556	False	CCL20_HUMAN		CPI-SS07F015051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0DCA69916	0.0	0.0	0.012	0.007	0.002	0.011	0.002	0.003	0.0	0.008	0.0	0.008
CD70	P32970	False	CD70_HUMAN		CPI-SS0AA47D179	0.068	0.148	0.095	0.111	0.07	0.299	0.117	0.249	0.136	0.0	0.0	0.07
CD70	P32970	False	CD70_HUMAN		CPI-SS0D4BF6CA3	0.068	0.148	0.095	0.111	0.07	0.299	0.117	0.249	0.136	0.0	0.0	0.07
CD40LG	P29965	False	CD40L_HUMAN		CPI-SS083296041	0.0	0.0	0.022	0.001	0.07	0.0	0.001	0.0	0.0	0.003	0.0	0.172
INSL3	P51460	False	INSL3_HUMAN		CPI-SS05834E385	0.0	0.0	0.0	0.001	0.004	0.0	0.002	0.002	0.02	0.004	0.0	0.0
PRL	P01236	False	PRL_HUMAN		CPI-SS026776C89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0
OGN	P20774	False	MIME_HUMAN		CPI-SS0EF0750A7	0.0	0.0	0.0	0.002	0.001	0.0	0.003	0.014	0.287	0.0	0.0	0.0
IL2	P60568	False	IL2_HUMAN		CPI-SS09F430F14	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.0
IL24	Q13007	False	IL24_HUMAN		CPI-SS07D71C546	0.0	0.0	0.0	0.0	0.004	0.0	0.001	0.0	0.0	0.0	0.0	0.0
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS003C9A532	0.0	0.0	0.0	0.003	0.003	0.0	0.005	0.009	0.0	0.027	0.0	0.0
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS0607D1101	0.0	0.0	0.0	0.003	0.003	0.0	0.005	0.009	0.0	0.027	0.0	0.0
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS09D379E5B	0.0	0.0	0.0	0.003	0.003	0.0	0.005	0.009	0.0	0.027	0.0	0.0
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS02770D68F	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS08C3D27F7	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS05FEE05CB	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0B87FE6E0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.024	0.0
JAG1	P78504	False	JAG1_HUMAN		CPI-SS01A07768A	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.024	0.0
RETN	Q9HD89	False	RETN_HUMAN		CPI-SS0EECD7662	0.015	0.0	0.0	0.0	0.01	0.0	0.001	0.007	0.0	0.028	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS08BFF4F9B	0.0	0.007	0.069	0.007	0.004	0.0	0.006	0.008	0.0	0.0	0.0	0.009
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0F6B529A1	0.0	0.007	0.069	0.007	0.004	0.0	0.006	0.008	0.0	0.0	0.0	0.009
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0C6311D2D	0.0	0.007	0.069	0.007	0.004	0.0	0.006	0.008	0.0	0.0	0.0	0.009
CCR1	P32246	False	CCR1_HUMAN		CPI-SS08DA48A5A	0.0	0.031	0.0	0.018	0.002	0.0	0.014	0.043	0.0	0.0	0.038	0.131
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0A021DB6E	0.0	0.031	0.0	0.018	0.002	0.0	0.014	0.043	0.0	0.0	0.038	0.131
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0817CE2B3	0.0	0.031	0.0	0.018	0.002	0.0	0.014	0.043	0.0	0.0	0.038	0.131
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS0F3BF2B34	0.0	0.0	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.0	0.0
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS0CCD89E02	0.0	0.0	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.0	0.0
CCR4	P51679	False	CCR4_HUMAN		CPI-SS0EA05941A	0.0	0.028	0.015	0.027	0.117	0.062	0.168	0.074	0.0	0.0	0.0	0.039
DPP4	P27487	False	DPP4_HUMAN		CPI-SS04641FE5F	0.074	0.008	0.188	0.025	0.138	0.04	0.037	0.038	0.0	0.164	0.025	0.443
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0FDAB7BA8	0.074	0.008	0.188	0.025	0.138	0.04	0.037	0.038	0.0	0.164	0.025	0.443
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0CDAC688B	0.074	0.008	0.188	0.025	0.138	0.04	0.037	0.038	0.0	0.164	0.025	0.443
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS01A6823FA	0.585	0.308	1.051	0.417	0.423	0.734	0.621	0.734	1.078	0.197	0.218	0.392
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS080683E15	0.585	0.308	1.051	0.417	0.423	0.734	0.621	0.734	1.078	0.197	0.218	0.392
CXCR1	P25024	False	CXCR1_HUMAN		CPI-SS040630206	0.0	0.0	0.0	0.008	0.0	0.0	0.001	0.0	0.0	0.0	0.1	0.009
CXCR1	P25024	False	CXCR1_HUMAN		CPI-SS07AB1C381	0.0	0.0	0.0	0.008	0.0	0.0	0.001	0.0	0.0	0.0	0.1	0.009
CXCR1	P25024	False	CXCR1_HUMAN		CPI-SS0D04AE221	0.0	0.0	0.0	0.008	0.0	0.0	0.001	0.0	0.0	0.0	0.1	0.009
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS0F562FEA5	0.0	0.026	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.285	0.0
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS0C491A3C1	0.0	0.026	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.285	0.0
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS09185EA8F	0.0	0.026	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.285	0.0
CCR9	P51686	False	CCR9_HUMAN		CPI-SS039863E62	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
NPR2	P20594	False	ANPRB_HUMAN		CPI-SS0230EE330	0.0	0.0	0.0	0.0	0.002	0.0	0.001	0.004	0.0	0.003	0.0	0.0
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS0419B80C4	0.0	0.0	0.0	0.005	0.003	0.0	0.002	0.0	0.0	0.005	0.0	0.009
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS02928C71A	0.0	0.0	0.0	0.005	0.003	0.0	0.002	0.0	0.0	0.005	0.0	0.009
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS006C6537E	0.0	0.0	0.0	0.005	0.003	0.0	0.002	0.0	0.0	0.005	0.0	0.009
CD47	Q08722	False	CD47_HUMAN		CPI-SS014958F32	0.465	0.709	0.662	0.795	0.641	0.893	0.69	0.847	0.915	0.483	0.916	0.726
CD47	Q08722	False	CD47_HUMAN		CPI-SS0339AE950	0.465	0.709	0.662	0.795	0.641	0.893	0.69	0.847	0.915	0.483	0.916	0.726
